article,party,sentiment
"సొంత పార్టీ ఏర్పాటు గురించి కేసీఆర్ కూతురు క్లారిటీ ఇదే.. అసలేం జరిగిందంటే? తెలంగాణ రాజకీయాల్లో ప్రస్తుతం కేసీఆర్ కూతురు కవిత వ్యవహారం ఆసక్తిని రేకెత్తిస్తోంది. బీఆర్‌ఎస్‌ నుంచి సస్పెండ్‌ అయిన కవిత ఆ పార్టీకి, తాను ఎమ్మెల్సీగా దక్కిన పదవికి రాజీనామా చేసిన సంగతి తెలిసిందే. అయితే, ఆమె ఎమ్మెల్సీ రాజీనామాను మండలి చైర్మన్ గుత్తా సుఖేందర్‌రెడ్డి ఇప్పటివరకు ఆమోదించకపోవడం వెనుక కారణాలు తెలియాల్సి ఉంది. దీంతో కవిత ఇంకా మాజీ ఎమ్మెల్సీగా మారలేదు.]]>",BJP,Positive
"News Telugu: TG: నా చివరి కోరిక ఇదే: ఆర్. కృష్ణయ్య భావోద్వేగ వ్యాఖ్యలు The post News Telugu: TG: నా చివరి కోరిక ఇదే: ఆర్. కృష్ణయ్య భావోద్వేగ వ్యాఖ్యలు appeared first on Vaartha Telugu.TG: ఆర్. కృష్ణయ్య తన జీవితాంతం ఉన్న ఆకాంక్షను మరోసారి వెల్లడించారు. బీసీలకు రాజ్యాధికారం దక్కడం తన చివరి కోరిక అని ఆయన స్పష్టం చేశారు. గురువారం మీడియాతో మాట్లాడుతూ కృష్ణయ్య (krishnaiah) అన్నారు – “బీసీల హక్కుల కోసం నేను జీవితాంతం పోరాడతాను. ఈ ఉద్యమం తెలంగాణ నేల నుంచే మొదలైంది, రిజర్వేషన్లు సాధించే వరకు ఈ పోరాటం ఆగదు” అని పేర్కొన్నారు. ఇటీవల నిర్వహించిన బీసీ బంద్ సందర్భంగా రాష్ట్రవ్యాప్తంగా 350 మందిని పోలీసులు ... ContinuedThe post News Telugu: TG: నా చివరి కోరిక ఇదే: ఆర్. కృష్ణయ్య భావోద్వేగ వ్యాఖ్యలు appeared first on Vaartha Telugu.",BJP,Negative
"News Telugu: TG: హరీశ్‌ ఇంటికి కల్వకుంట్ల కవిత: రాజకీయాల్లో అనూహ్య మలుపు The post News Telugu: TG: హరీశ్‌ ఇంటికి కల్వకుంట్ల కవిత: రాజకీయాల్లో అనూహ్య మలుపు appeared first on Vaartha Telugu.TG: తెలంగాణ రాజకీయాల్లో కొత్త చర్చకు తెరతీసే పరిణామం చోటుచేసుకుంది. మాజీ మంత్రి, సిద్ధిపేట ఎమ్మెల్యే తన్నీరు హరీశ్ రావు (Harish rao) నివాసానికి తెలంగాణ జాగృతి వ్యవస్థాపకురాలు కల్వకుంట్ల కవిత వెళ్లి పరామర్శించడం రాజకీయ వర్గాల్లో హాట్ టాపిక్‌గా మారింది. ఇటీవల హరీశ్ రావు తండ్రి సత్యనారాయణ రావు మృతి చెందగా, పలువురు ప్రముఖులు, నేతలు ఆయన కుటుంబాన్ని పరామర్శించారు. ఈ క్రమంలో కవిత తన భర్త అనిల్‌తో కలిసి కోకాపేట్‌లోని హరీశ్ రావు ఇంటికి ... ContinuedThe post News Telugu: TG: హరీశ్‌ ఇంటికి కల్వకుంట్ల కవిత: రాజకీయాల్లో అనూహ్య మలుపు appeared first on Vaartha Telugu.",BJP,Positive
"జగన్ లీడర్‌షిప్‌పై నేతల్లో విభేదాల దుమారం – వైసీపీలో ఎవరి జెండా వారిదేనా? జగన్ ఇప్పటిలా ఆంధ్రప్రదేశ్‌కు తరచుగా రాకపోవడం, ముఖ్య నేతలతో భేటీలు తగ్గిపోవడం వల్లే పార్టీ దిశ గమ్యం తప్పుతోందనే అభిప్రాయం వ్యక్తమవుతోంది. 2019 ఎన్నికల ముందు పరిస్థితి పూర్తిగా వేరు. అప్పుడు జగన్ మాటే చివరి నిర్ణయం. పార్టీ, ప్రభుత్వ విధానాలపై ఒక్క జగన్ మాత్రమే మాట్లాడేవారు. ఇతరులు ఆయన ఆదేశాల ప్రకారం మాత్రమే స్పందించేవారు. కానీ ఇప్పుడు పార్టీ అధికారంలో లేకపోవడంతో నేతలు ఎవరి తలలో వాళ్లు తేల్చుకుంటున్నారు. పార్టీ నిర్ణయాలను లెక్క చేయకుండానే స్వతంత్రంగా వ్యాఖ్యలు చేస్తున్నారు. ]]>",BJP,Negative
"టీటీడీ కల్తీ నెయ్యి కేసు షాక్..! వైవీ సుబ్బారెడ్డి పీఏ అరెస్ట్ – సిట్ టార్గెట్ ఎవరు..? తాజా పరిణామాల్లో టీటీడీ మాజీ చైర్మన్, వైసీపీ సీనియర్ నేత వైవీ సుబ్బారెడ్డి వ్యక్తిగత సహాయకుడు కడూరు చిన్న అప్పన్నను సిట్ అరెస్ట్ చేయడంతో ఈ కేసు కొత్త మలుపు తిరిగింది. ఇప్పటి వరకు ఈ కేసులో సిట్ 15 మందిని అరెస్టు చేసింది. కానీ అప్పన్న అరెస్ట్ తర్వాత సంఖ్య 16కు చేరింది. ఈ ఒక్క అరెస్టుతోనే సిట్ దర్యాప్తు రాజకీయ దిశలోకి మలుపు తిరిగిందనే సంకేతాలు వస్తున్నాయి. నిందితుడు చిన్న అప్పన్న స్వస్థలం విజయనగరం జిల్లా తెర్లాం మండలం పాములవలస.]]>",BJP,Negative
"టెక్నాలజీ: త్వరలోనే టాటా టూ వీలర్ బైక్..ధర ఎంతంటే..? దేశీయ ఆటో రంగంలో టాటా బ్రాండ్ గురించి ప్రత్యేకంగా చెప్పాల్సిన పనిలేదు. మోటార్ ఫీల్డ్ లో ప్రయాణికుల భద్రత విషయంలో మొదటి స్థానంలో ఉంది. ఇన్ని రోజులు పెద్ద పెద్ద వాహనాలు ,కార్లు, విమాన సంస్థలు, విద్యుత్ వినియోగం, ఫైనాన్స్, సిమెంట్, టీ ఇతర వాటిలో బ్రాండ్ గా నిలిచింది టాటా. ఆరు ఖండాలలో 100కు పైగా దేశాలలో బ్రాండ్ గా పేరు సంపాదించింది. అయితే ఇప్పుడు ద్విచక్ర వాహనాల తయారీలోకి అడుగు పెట్టబోతున్నట్లు తెలుస్తోంది. సాధారణ బైకులతో పాటు ఎలక్ట్రానిక్ టు వీలర్ మార్కెట్లోకి పరిచయం చేయబోతున్నట్లు టెక్ నిపుణులు తె]]>",BJP,Neutral
"Mohammad Azharuddin: మొహమ్మద్ అజారుద్దీన్ కంటే ముందు ఈ నలుగురు క్రికెటర్లు మంత్రులు అయ్యారు! Cricketers as Ministers: భారత మాజీ క్రికెటర్ మహ్మద్ అజారుద్దీన్ శుక్రవారం తెలంగాణ ప్రభుత్వంలో మంత్రి పదవిని చేపట్టనున్నారు. అజారుద్దీన్ 2009 నుంచి కాంగ్రెస్ పార్టీలో ఉన్నారు. మొరాదాబాద్ ప్రాంతం నుంచి ఎంపీగా కూడా పనిచేశారు. వాస్తవానికి, మంత్రి పదవిని పొందబోయే మొదటి క్రికెటర్ ఆయన కాదు. ఏ క్రికెటర్లు మంత్రి పదవులను నిర్వహించారో ఇక్కడ చూడవచ్చు.నవజ్యోత్ సింగ్ సిద్ధూనవజ్యోత్ సింగ్ సిద్ధూ 2017 పంజాబ్ అసెంబ్లీ ఎన్నికల్లో తూర్పు అమృత్‌సర్ స్థానం నుంచి ఎమ్మెల్యేగా ఎన్నికయ్యారు. ఆ సమయంలో, ఆయన పంజాబ్ ప్రభుత్వంలో పర్యాటక, స్థానిక సంస్థల మంత్రిగా నియమితులయ్యారు. అయితే, 2019లో ఆయన మంత్రి పదవిని కోల్పోయారు.మనోజ్ తివారీభారత మాజీ క్రికెటర్ మనోజ్ తివారీ 2021లో ఆల్ ఇండియా తృణమూల్ కాంగ్రెస్‌లో చేరారు. 2021 బెంగాల్ అసెంబ్లీ ఎన్నికల్లో శివ్‌పూర్ స్థానం నుంచి ఎమ్మెల్యేగా గెలిచారు. బెంగాల్ ప్రభుత్వంలో ఆయనకు క్రీడలు, యువజన వ్యవహారాల శాఖ సహాయ మంత్రి పదవిని అప్పగించారు.లక్ష్మీ రతన్ శుక్లాఆల్ రౌండర్ లక్ష్మీ రతన్ శుక్లా 1999లో భారతదేశం తరపున 3 వన్డే మ్యాచ్‌లు ఆడారు. 2016 బెంగాల్ అసెంబ్లీ ఎన్నికల్లో ఉత్తర హౌరా స్థానం నుంచి ఎమ్మెల్యేగా ఎన్నికయ్యారు. మమతా బెనర్జీ రెండోసారి బెంగాల్ ముఖ్యమంత్రి అయినప్పుడు, లక్ష్మీ రతన్ శుక్లాను రాష్ట్ర క్రీడలు -యువజన సేవా మంత్రిగా నియమించారు.మనోహర్‌సింగ్ జడేజామనోహర్‌సింగ్ జడేజా కాంగ్రెస్ ప్రభుత్వంలో గుజరాత్ నుంచి మూడు సార్లు ఎమ్మెల్యేగా ఎన్నికయ్యారు. ఈ సమయంలో, ఆయన ఆర్థిక మంత్రి, యువజన వ్యవహారాల మంత్రి -ఆరోగ్య మంత్రిగా కూడా పనిచేశారు. జడేజా భారత జట్టుకు అరంగేట్రం చేయలేకపోయారు, కానీ 14 ఫస్ట్ క్లాస్ మ్యాచ్‌లలో 614 పరుగులు చేశారు 5 వికెట్లు కూడా తీశారు.ఈ క్రికెటర్లు రాజకీయాల్లో ఉన్నారువీరితోపాటు, చాలా మంది భారతీయ క్రికెటర్లు రిటైర్మెంట్ తర్వాత రాజకీయాల్లోకి ప్రవేశించారు. భారత జట్టు ప్రస్తుత హెడ్ కోచ్ గౌతమ్ గంభీర్ 2019 లోక్‌సభ ఎన్నికల్లో తూర్పు ఢిల్లీ నుంచి ఎంపీగా ఎన్నికయ్యారు. 2024లో పదవీకాలం ముగిసిన తర్వాత ఆయన రాజకీయాలకు దూరమయ్యారు. అతనితో పాటు, యూసుఫ్ పఠాన్, కీర్తి ఆజాద్, చేతన్ చౌహాన్, హర్భజన్ సింగ్ కూడా రాజకీయాల్లోకి ప్రవేశించారు.",INC,Positive
Acchennaidu slams Jagan: జగన్‌కు మంత్రి అచ్చెన్నాయుడు చాలెంజ్ రైతులు కష్టాల్లో ఉంటే... గదిలో కూర్చుని జగన్ అబద్దాలు ప్రచారం చేస్తున్నారని వ్యవసాయ శాఖ మంత్రి అచ్చెన్నాయుడు ఆగ్రహం వ్యక్తం చేశారు. పంటల బీమాపై జగన్ పచ్చి అబద్ధాలు చెబుతున్నారని విమర్శించారు.,INC,Negative
"చంద్రబాబుపై సంచలన వ్యాఖ్యలు చేసిన జగన్.. అసలేం జరిగిందంటే? మాజీ ముఖ్యమంత్రి వైఎస్ జగన్ మోహన్ రెడ్డి వైఎస్సార్‌ కాంగ్రెస్ పార్టీ (వైసీపీ) ప్రాంతీయ సమన్వయకర్తలు, జిల్లా అధ్యక్షులతో నిర్వహించిన వీడియో కాన్ఫరెన్స్‌లో తెలుగుదేశం పార్టీ అధినేత నారా చంద్రబాబు నాయుడిపై, కూటమి ప్రభుత్వంపై తీవ్రస్థాయిలో విమర్శలు గుప్పించారు.]]>",INC,Negative
"YS Jagan and Sharmila: వైఎస్‌ జగన్, షర్మిల రూటే వేరు! కీలక సమయంలో కనిపించకపోవడంపై విమర్శలు YS Jagan and Sharmila: ఏపీలో రాజకీయాలు చాలా విచిత్రంగా నడుస్తున్నాయి. ఒకవైపు అధికారంలో ఉన్న కూటమి ప్రతిదాన్నీ వీలైనంత ఎక్కువ ప్రచారం చేస్తూ అనుక్షణం ప్రజల నాలుకలపై ఉండడానికి ప్రయత్నిస్తుంటే మరువైపు ప్రతిపక్ష పార్టీల అధినేతలు ఎక్కడో వెనకడుగు వేస్తున్నారు అనే అభిప్రాయం చాలా మందిలో ఉంది. దానికి తగ్గట్టే మాజీ ముఖ్యమంత్రి వైఎస్ జగన్ కీలక సమయాల్లో ఏపీలో ఉండటం లేదన్న అభిప్రాయం రాజకీయ వర్గాల్లో వ్యక్తం అవుతుంటే ఇప్పుడాయన చెల్లెలు, రాష్ట్ర కాంగ్రెస్ అధ్యక్షురాలు వైఎస్ షర్మిల కూడా అదే బాటలో ఉంటున్నారు. రాజకీయాల్లో ఇది సరైన స్ట్రాటజీ కాదని నిపుణులు అంటున్నారు.తాడేపల్లి కంటే బెంగుళూరులోనే అధికంగా ఉంటున్న YS జగన్2019 ఎన్నికలకు ముందు తాను ""అమరావతిలోనే సొంత ఇల్లు కట్టుకున్నానని చంద్రబాబు ఆ సాహసం చేయడం లేదని"" పదేపదే చెప్పుకున్న జగన్మోహన్ రెడ్డి 2024లో పార్టీ ఓడిపోయాక వీలైనంత ఎక్కువ సమయం బెంగుళూరులోనే ఉంటున్నారనే అభిప్రాయం సొంత పార్టీ నేతల నుంచే వ్యక్తం అవుతోంది. నేతలు ముఖ్యమైన విషయాలు ఆయనతో చర్చించాల్సిన అవసరం వచ్చినా లేక రాష్ట్రంలో ఏదైనా అవాంతరం వచ్చినా వెంటనే రియాక్ట్ అవ్వాల్సిన సమయాల్లో బెంగళూరులో ఉన్న జగన్మోహన్ రెడ్డి తాడేపల్లికి వచ్చే వరకు వాళ్లు వెయిట్ చేయాల్సి వస్తోంది. నిన్న మొన్నటి తుపాన్ సమయంలో కూడా అయన బెంగళూరులోనే ఉన్నారు. విజయవాడకు రావాల్సి ఉన్నా విమానాలు క్యాన్సిల్ కావడంతో ఆయన రాలేకపోయారు. దీన్ని ఆయన రాజకీయ ప్రత్యర్థులు విమర్శిస్తున్నారు. దీనివల్ల జగన్మోహన్ రెడ్డి ప్రజలకు, పార్టీ నేతలకు అందుబాటులో ఉండటం లేదని అభిప్రాయం ఎక్కువగా ప్రచారం అవుతోంది. అన్న బాటలోనే షర్మిల... ఎక్కువగా హైదరాబాద్‌లోనే నివాసంరాజకీయంగా అన్నతో విభేధించి సొంత దారిలో వెళుతున్న షర్మిల నివాసం విషయంలో మాత్రం అన్న బాటలోనే వెళుతోందన్న అభిప్రాయం జనాల్లో ఉంది. నిజానికి ఏపీ కాంగ్రెస్ అధ్యక్షురాలుగా ఉన్న ఆమెకు సొంత పార్టీ నుంచే చాలా విమర్శలు వస్తున్నాయి. పార్టీలో అసమ్మతిని సానుకూలం చేసుకోవాల్సిన అవసరం ఆమెకు ఉంది. తుపాను లాంటి విపత్కర పరిస్థితుల్లో అధికారంలో ఉన్నా లేకపోయినా రాజకీయ పార్టీల అధినేతలు ప్రజలకు నేతలకు అందుబాటులో ఉండాల్సిన అవసరం ఉంది. దానివల్ల క్షేత్రస్థాయిలో పార్టీ నేతలకు ఒక భరోసా ఉండడంతోపాటు సమన్వయంతో పని చేసే అవకాశం ఉంటుంది. కానీ షర్మిల వీలైనంత ఎక్కువగా హైదరాబాదులో ఉండడానికి ప్రాధాన్యత ఇస్తున్నారు. విజయవాడ సమీపంలో ఇల్లు కొన్నారన్న ప్రచారం జరిగినా ఆమె ఇంతవరకు అక్కడకు వెళ్ళింది లేదు. ఆమె కుటుంబ వ్యవహారాల రీత్యా ఎక్కువగా విదేశాల్లో ఉన్న పిల్లల దగ్గరకు వెళుతున్నారు. మరోవైపు వైఎస్ రాజశేఖర్ రెడ్డి వారసుడిగా తన కుమారుడిని ప్రొజెక్ట్ చేసే ప్రయత్నాలూ చేస్తున్నారు. ఇలాంటి కీలక బాధ్యతలు ఎత్తుకున్న షర్మిల తాను ఆంధ్రప్రదేశ్‌లో ఉండాల్సిన అవసరం చాలా ఎక్కువగా ఉంది. కానీ ఎందుకో మరి ఆమె ఇక్కడ నివాసం ఉండడం లేదు. ఇది రాజకీయంగా చాలా రాంగ్ స్ట్రేటజీ అని విశ్లేషకులు చెప్తున్నారు. ప్రచారం లో దూసుకుపోతున్న కూటమిఇలాంటి విషయాల్లో కూటమి చాలా వేగంగా దూసుకుపోతోంది. అది తుపాను అయినా వరదైనా ప్రచారంలో మాత్రం ఏ లోటూ రానీయదు. కొన్నిసార్లు ఈ ప్రచారం ఒక హద్దు దాటిందని, అతివృష్టి చేస్తున్నారని ట్రోల్స్ వస్తున్నా అనుక్షణం ప్రజల దృష్టిలో ఉండడానికి కూటమి ప్రయత్నిస్తోంది. ఈ ప్రచారంతో పోటీ పడడం మాట ఎలా ఉన్నా ముందు సొంత పార్టీ నేతలకు అందుబాటులో ఉండడానికి YS జగన్, షర్మిల లాంటి నేతలు స్థానికంగా ఎక్కువగా ఉండడానికి ప్రాధాన్యత ఇస్తే బాగుంటుందని అనువజ్ణులు చెబుతున్నారు. కమ్యూనిస్టు నేతలు కూడా ఇప్పటికే వరద ప్రాంతాల్లో పర్యటించి వచ్చిన పరిస్థితుల్లో దివంగత ముఖ్యమంత్రి పిల్లలు, రెండు వేరు వేరు పార్టీలకు అధినేతలు ఇలాంటి విషయాల్లో వెనుక పడడం రాంగ్ స్ట్రాటజీ అనే అభిప్రాయం చాలా మందిలో ఉన్న మాట వాస్తవం. మరి ఇప్పటికైనా జగన్, షర్మిల ఆ దిశగా ఆలోచిస్తారేమో చూడాలి.",INC,Negative
"సొంత పార్టీ ఏర్పాటు గురించి కేసీఆర్ కూతురు క్లారిటీ ఇదే.. అసలేం జరిగిందంటే? తెలంగాణ రాజకీయాల్లో ప్రస్తుతం కేసీఆర్ కూతురు కవిత వ్యవహారం ఆసక్తిని రేకెత్తిస్తోంది. బీఆర్‌ఎస్‌ నుంచి సస్పెండ్‌ అయిన కవిత ఆ పార్టీకి, తాను ఎమ్మెల్సీగా దక్కిన పదవికి రాజీనామా చేసిన సంగతి తెలిసిందే. అయితే, ఆమె ఎమ్మెల్సీ రాజీనామాను మండలి చైర్మన్ గుత్తా సుఖేందర్‌రెడ్డి ఇప్పటివరకు ఆమోదించకపోవడం వెనుక కారణాలు తెలియాల్సి ఉంది. దీంతో కవిత ఇంకా మాజీ ఎమ్మెల్సీగా మారలేదు.]]>",INC,Positive
"News Telugu: TG: నా చివరి కోరిక ఇదే: ఆర్. కృష్ణయ్య భావోద్వేగ వ్యాఖ్యలు The post News Telugu: TG: నా చివరి కోరిక ఇదే: ఆర్. కృష్ణయ్య భావోద్వేగ వ్యాఖ్యలు appeared first on Vaartha Telugu.TG: ఆర్. కృష్ణయ్య తన జీవితాంతం ఉన్న ఆకాంక్షను మరోసారి వెల్లడించారు. బీసీలకు రాజ్యాధికారం దక్కడం తన చివరి కోరిక అని ఆయన స్పష్టం చేశారు. గురువారం మీడియాతో మాట్లాడుతూ కృష్ణయ్య (krishnaiah) అన్నారు – “బీసీల హక్కుల కోసం నేను జీవితాంతం పోరాడతాను. ఈ ఉద్యమం తెలంగాణ నేల నుంచే మొదలైంది, రిజర్వేషన్లు సాధించే వరకు ఈ పోరాటం ఆగదు” అని పేర్కొన్నారు. ఇటీవల నిర్వహించిన బీసీ బంద్ సందర్భంగా రాష్ట్రవ్యాప్తంగా 350 మందిని పోలీసులు ... ContinuedThe post News Telugu: TG: నా చివరి కోరిక ఇదే: ఆర్. కృష్ణయ్య భావోద్వేగ వ్యాఖ్యలు appeared first on Vaartha Telugu.",INC,Negative
"News Telugu: TG: హరీశ్‌ ఇంటికి కల్వకుంట్ల కవిత: రాజకీయాల్లో అనూహ్య మలుపు The post News Telugu: TG: హరీశ్‌ ఇంటికి కల్వకుంట్ల కవిత: రాజకీయాల్లో అనూహ్య మలుపు appeared first on Vaartha Telugu.TG: తెలంగాణ రాజకీయాల్లో కొత్త చర్చకు తెరతీసే పరిణామం చోటుచేసుకుంది. మాజీ మంత్రి, సిద్ధిపేట ఎమ్మెల్యే తన్నీరు హరీశ్ రావు (Harish rao) నివాసానికి తెలంగాణ జాగృతి వ్యవస్థాపకురాలు కల్వకుంట్ల కవిత వెళ్లి పరామర్శించడం రాజకీయ వర్గాల్లో హాట్ టాపిక్‌గా మారింది. ఇటీవల హరీశ్ రావు తండ్రి సత్యనారాయణ రావు మృతి చెందగా, పలువురు ప్రముఖులు, నేతలు ఆయన కుటుంబాన్ని పరామర్శించారు. ఈ క్రమంలో కవిత తన భర్త అనిల్‌తో కలిసి కోకాపేట్‌లోని హరీశ్ రావు ఇంటికి ... ContinuedThe post News Telugu: TG: హరీశ్‌ ఇంటికి కల్వకుంట్ల కవిత: రాజకీయాల్లో అనూహ్య మలుపు appeared first on Vaartha Telugu.",INC,Positive
"జగన్ లీడర్‌షిప్‌పై నేతల్లో విభేదాల దుమారం – వైసీపీలో ఎవరి జెండా వారిదేనా? జగన్ ఇప్పటిలా ఆంధ్రప్రదేశ్‌కు తరచుగా రాకపోవడం, ముఖ్య నేతలతో భేటీలు తగ్గిపోవడం వల్లే పార్టీ దిశ గమ్యం తప్పుతోందనే అభిప్రాయం వ్యక్తమవుతోంది. 2019 ఎన్నికల ముందు పరిస్థితి పూర్తిగా వేరు. అప్పుడు జగన్ మాటే చివరి నిర్ణయం. పార్టీ, ప్రభుత్వ విధానాలపై ఒక్క జగన్ మాత్రమే మాట్లాడేవారు. ఇతరులు ఆయన ఆదేశాల ప్రకారం మాత్రమే స్పందించేవారు. కానీ ఇప్పుడు పార్టీ అధికారంలో లేకపోవడంతో నేతలు ఎవరి తలలో వాళ్లు తేల్చుకుంటున్నారు. పార్టీ నిర్ణయాలను లెక్క చేయకుండానే స్వతంత్రంగా వ్యాఖ్యలు చేస్తున్నారు. ]]>",INC,Negative
"టీటీడీ కల్తీ నెయ్యి కేసు షాక్..! వైవీ సుబ్బారెడ్డి పీఏ అరెస్ట్ – సిట్ టార్గెట్ ఎవరు..? తాజా పరిణామాల్లో టీటీడీ మాజీ చైర్మన్, వైసీపీ సీనియర్ నేత వైవీ సుబ్బారెడ్డి వ్యక్తిగత సహాయకుడు కడూరు చిన్న అప్పన్నను సిట్ అరెస్ట్ చేయడంతో ఈ కేసు కొత్త మలుపు తిరిగింది. ఇప్పటి వరకు ఈ కేసులో సిట్ 15 మందిని అరెస్టు చేసింది. కానీ అప్పన్న అరెస్ట్ తర్వాత సంఖ్య 16కు చేరింది. ఈ ఒక్క అరెస్టుతోనే సిట్ దర్యాప్తు రాజకీయ దిశలోకి మలుపు తిరిగిందనే సంకేతాలు వస్తున్నాయి. నిందితుడు చిన్న అప్పన్న స్వస్థలం విజయనగరం జిల్లా తెర్లాం మండలం పాములవలస.]]>",INC,Negative
"టెక్నాలజీ: త్వరలోనే టాటా టూ వీలర్ బైక్..ధర ఎంతంటే..? దేశీయ ఆటో రంగంలో టాటా బ్రాండ్ గురించి ప్రత్యేకంగా చెప్పాల్సిన పనిలేదు. మోటార్ ఫీల్డ్ లో ప్రయాణికుల భద్రత విషయంలో మొదటి స్థానంలో ఉంది. ఇన్ని రోజులు పెద్ద పెద్ద వాహనాలు ,కార్లు, విమాన సంస్థలు, విద్యుత్ వినియోగం, ఫైనాన్స్, సిమెంట్, టీ ఇతర వాటిలో బ్రాండ్ గా నిలిచింది టాటా. ఆరు ఖండాలలో 100కు పైగా దేశాలలో బ్రాండ్ గా పేరు సంపాదించింది. అయితే ఇప్పుడు ద్విచక్ర వాహనాల తయారీలోకి అడుగు పెట్టబోతున్నట్లు తెలుస్తోంది. సాధారణ బైకులతో పాటు ఎలక్ట్రానిక్ టు వీలర్ మార్కెట్లోకి పరిచయం చేయబోతున్నట్లు టెక్ నిపుణులు తె]]>",INC,Neutral
"Mohammad Azharuddin: మొహమ్మద్ అజారుద్దీన్ కంటే ముందు ఈ నలుగురు క్రికెటర్లు మంత్రులు అయ్యారు! Cricketers as Ministers: భారత మాజీ క్రికెటర్ మహ్మద్ అజారుద్దీన్ శుక్రవారం తెలంగాణ ప్రభుత్వంలో మంత్రి పదవిని చేపట్టనున్నారు. అజారుద్దీన్ 2009 నుంచి కాంగ్రెస్ పార్టీలో ఉన్నారు. మొరాదాబాద్ ప్రాంతం నుంచి ఎంపీగా కూడా పనిచేశారు. వాస్తవానికి, మంత్రి పదవిని పొందబోయే మొదటి క్రికెటర్ ఆయన కాదు. ఏ క్రికెటర్లు మంత్రి పదవులను నిర్వహించారో ఇక్కడ చూడవచ్చు.నవజ్యోత్ సింగ్ సిద్ధూనవజ్యోత్ సింగ్ సిద్ధూ 2017 పంజాబ్ అసెంబ్లీ ఎన్నికల్లో తూర్పు అమృత్‌సర్ స్థానం నుంచి ఎమ్మెల్యేగా ఎన్నికయ్యారు. ఆ సమయంలో, ఆయన పంజాబ్ ప్రభుత్వంలో పర్యాటక, స్థానిక సంస్థల మంత్రిగా నియమితులయ్యారు. అయితే, 2019లో ఆయన మంత్రి పదవిని కోల్పోయారు.మనోజ్ తివారీభారత మాజీ క్రికెటర్ మనోజ్ తివారీ 2021లో ఆల్ ఇండియా తృణమూల్ కాంగ్రెస్‌లో చేరారు. 2021 బెంగాల్ అసెంబ్లీ ఎన్నికల్లో శివ్‌పూర్ స్థానం నుంచి ఎమ్మెల్యేగా గెలిచారు. బెంగాల్ ప్రభుత్వంలో ఆయనకు క్రీడలు, యువజన వ్యవహారాల శాఖ సహాయ మంత్రి పదవిని అప్పగించారు.లక్ష్మీ రతన్ శుక్లాఆల్ రౌండర్ లక్ష్మీ రతన్ శుక్లా 1999లో భారతదేశం తరపున 3 వన్డే మ్యాచ్‌లు ఆడారు. 2016 బెంగాల్ అసెంబ్లీ ఎన్నికల్లో ఉత్తర హౌరా స్థానం నుంచి ఎమ్మెల్యేగా ఎన్నికయ్యారు. మమతా బెనర్జీ రెండోసారి బెంగాల్ ముఖ్యమంత్రి అయినప్పుడు, లక్ష్మీ రతన్ శుక్లాను రాష్ట్ర క్రీడలు -యువజన సేవా మంత్రిగా నియమించారు.మనోహర్‌సింగ్ జడేజామనోహర్‌సింగ్ జడేజా కాంగ్రెస్ ప్రభుత్వంలో గుజరాత్ నుంచి మూడు సార్లు ఎమ్మెల్యేగా ఎన్నికయ్యారు. ఈ సమయంలో, ఆయన ఆర్థిక మంత్రి, యువజన వ్యవహారాల మంత్రి -ఆరోగ్య మంత్రిగా కూడా పనిచేశారు. జడేజా భారత జట్టుకు అరంగేట్రం చేయలేకపోయారు, కానీ 14 ఫస్ట్ క్లాస్ మ్యాచ్‌లలో 614 పరుగులు చేశారు 5 వికెట్లు కూడా తీశారు.ఈ క్రికెటర్లు రాజకీయాల్లో ఉన్నారువీరితోపాటు, చాలా మంది భారతీయ క్రికెటర్లు రిటైర్మెంట్ తర్వాత రాజకీయాల్లోకి ప్రవేశించారు. భారత జట్టు ప్రస్తుత హెడ్ కోచ్ గౌతమ్ గంభీర్ 2019 లోక్‌సభ ఎన్నికల్లో తూర్పు ఢిల్లీ నుంచి ఎంపీగా ఎన్నికయ్యారు. 2024లో పదవీకాలం ముగిసిన తర్వాత ఆయన రాజకీయాలకు దూరమయ్యారు. అతనితో పాటు, యూసుఫ్ పఠాన్, కీర్తి ఆజాద్, చేతన్ చౌహాన్, హర్భజన్ సింగ్ కూడా రాజకీయాల్లోకి ప్రవేశించారు.",JANASENA,Positive
Acchennaidu slams Jagan: జగన్‌కు మంత్రి అచ్చెన్నాయుడు చాలెంజ్ రైతులు కష్టాల్లో ఉంటే... గదిలో కూర్చుని జగన్ అబద్దాలు ప్రచారం చేస్తున్నారని వ్యవసాయ శాఖ మంత్రి అచ్చెన్నాయుడు ఆగ్రహం వ్యక్తం చేశారు. పంటల బీమాపై జగన్ పచ్చి అబద్ధాలు చెబుతున్నారని విమర్శించారు.,JANASENA,Negative
"చంద్రబాబుపై సంచలన వ్యాఖ్యలు చేసిన జగన్.. అసలేం జరిగిందంటే? మాజీ ముఖ్యమంత్రి వైఎస్ జగన్ మోహన్ రెడ్డి వైఎస్సార్‌ కాంగ్రెస్ పార్టీ (వైసీపీ) ప్రాంతీయ సమన్వయకర్తలు, జిల్లా అధ్యక్షులతో నిర్వహించిన వీడియో కాన్ఫరెన్స్‌లో తెలుగుదేశం పార్టీ అధినేత నారా చంద్రబాబు నాయుడిపై, కూటమి ప్రభుత్వంపై తీవ్రస్థాయిలో విమర్శలు గుప్పించారు.]]>",JANASENA,Negative
